Property_ID,Title,City,Locality,Property_Type,Price_USD,Area_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Date,Status,Demand_Score,Customer_Rating
PROP-11301,3 BHK Apartment for sale in Brickell,miami,Brickell,apartment,1480032.695508535,2218,3.0,3.0,1986.0,10/06/2025,Pending,2,4.1
PROP-12852,Residential plot of 9010 sqft in Mission District,san francisco,Mission District,plot,13281409.014033312,9010,,,,12/03/2025,Pending,6,4.2
PROP-10858,Residential plot of 8870 sqft in West Lake Hills,ATX,West Lake Hills,plot,5485337.020042776,8870,,,,2024-05-16,Active,8,3.8
PROP-11420,Residential plot of 4068 sqft in Loop,CHI,Loop,plot,1445283.8346480725,4068,,,,2025-10-18,Sold,9,4.0
PROP-12654,Residential plot of 6590 sqft in Pacific Heights,SF,Pacific Heights,plot,11971292.591560101,6590,,,,2025-09-08,Sold,3,3.1
PROP-12939,Commercial Space / Office in Marina,SF,Marina,Office,20925991 USD,18466,,7.0,2012.0,2024-10-02,Active,7,3.3
PROP-11367,Residential plot of 3510 sqft in River North,Chicago,River North,Land,1235805.3618630874,3510,,,,2025-07-10,Pending,2,4.5
PROP-12333,5 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,1773157.4572088434,3705,5.0,2.0,1996.0,2025-10-12,Active,2,3.7
PROP-11741,Residential plot of 8347 sqft in South Beach,miami,South Beach,Land,4865519.943857343,8347,,,,2024-03-17,Active,3,4.7
PROP-12357,Residential plot of 4152 sqft in Little Havana,Miami,Little Havana,plot,1846464.1464399004,4152,,,,2024-11-21,Sold,8,4.8
PROP-11055,Commercial Space / Office in West Lake Hills,austin,West Lake Hills,COMMERCIAL,9852317.44970349,13652,,3.0,1980.0,2025-05-02,Pending,5,4.1
PROP-11721,Commercial Space / Office in Brickell,Miami,Brickell,commercial,,8651,,8.0,2016.0,2025-02-12,Pending,2,4.8
PROP-13248,Commercial Space / Office in Brickell,MIAMI,Brickell,Commercial,3082259.906574034,4949,,4.0,1994.0,2024-09-22,Sold,10,5.0
PROP-10157,Commercial Space / Office in Hyde Park,chicago,Hyde Park,Commercial,401996.42883337464,1546,,3.0,1960.0,2024/02/10,Pending,9,4.7
PROP-10351,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,1469277.7422872572,5568,,10.0,1967.0,2025-02-15,Active,8,3.7
PROP-11689,Commercial Space / Office in Pacific Heights,san francisco,Pacific Heights,Commercial,9291111.318766613,4184,,3.0,1965.0,2024/02/28,Sold,6,4.6
PROP-12676,4 BHK Villa for sale in Mission District,SF,Mission District,Villa,5985841.8087231,4302,4.0,4.0,2013.0,2025-10-20,Sold,9,4.2
PROP-11021,6 BHK Villa for sale in Little Havana,MIAMI,Little Havana,Villa,1487727.2073432296,3200,6.0,4.0,1990.0,2024/08/24,Active,7,4.3
PROP-11486,3 BHK Villa for sale in Pacific Heights,SAN FRANCISCO,Pacific Heights,Villa,5137864.098080205,2492,3.0,2.0,1989.0,2025-08-14,Pending,2,4.9
PROP-11529,Commercial Space / Office in Coral Gables,MIA,Coral Gables,COMMERCIAL,,10455,,8.0,1960.0,2025-09-16,Active,8,4.7
PROP-11263,6 BHK Villa for sale in Mission District,San Francisco,Mission District,VILLA,3677738.454480998,2989,6.0,5.0,1986.0,2025-07-04,Pending,9,4.2
PROP-13311,Commercial Space / Office in River North,Chicago,River North,COMMERCIAL,1549119.1688938574,4030,,9.0,2004.0,2025-07-29,Pending,3,4.7
PROP-12575,3 BHK Villa for sale in Mission District,SF,Mission District,villa,6563326.670830057,4981 sqft,3.0,4.0,1980.0,11/04/2025,Pending,1,3.2
PROP-12901,Commercial Space / Office in Pacific Heights,San Francisco,Pacific Heights,Office,43654409.09016463,21590,,7.0,2015.0,26/02/2024,Pending,1,5.0
PROP-13252,4 BHK Apartment for sale in South Austin,ATX,South Austin,Apartment,427020.93184012437,1003,4.0,1.0,2010.0,15/04/2024,Pending,3,4.7
PROP-11836,Residential plot of 1682 sqft in Hyde Park,CHICAGO,Hyde Park,Land,478141.0884332609,1682,,,,2025-11-05,Pending,10,4.2
PROP-13193,Commercial Space / Office in Hyde Park,chicago,Hyde Park,Office,782173 USD,2679,,3.0,2019.0,2025-01-27,Pending,10,4.1
PROP-10743,3 BHK Villa for sale in East Austin,Austin,East Austin,Villa,"$1,362,194",3714,,5.0,1980.0,2025-01-31,Active,4,4.5
PROP-10793,4 BHK Apartment for sale in Queens,N.Y.,Queens,Apt,885389 USD,856,4.0,2.0,1940.0,2025-09-07,Active,3,4.9
PROP-10084,3 BHK Villa for sale in Loop,chicago,Loop,villa,1900043.073009399,5316,3.0,4.0,1995.0,2024-07-10,Active,9,4.1
PROP-10213,Commercial Space / Office in Loop,Chicago,Loop,Office,9001158.42247116,22576,,10.0,1968.0,2024-01-05,Active,9,4.8
PROP-11586,Residential plot of 4649 sqft in Manhattan,N.Y.,Manhattan,plot,7658813.414319364,4649,,,,2024-12-03,Sold,7,3.9
PROP-12787,5 BHK Villa for sale in Marina,san francisco,Marina,Villa,,4103,5.0,2.0,1983.0,2024-12-20,Sold,10,4.7
PROP-12861,4 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apt,1671234.4159087082,1313,4.0,2.0,1975.0,08/04/2024,Sold,5,3.9
PROP-13317,Residential plot of 3609 sqft in Marina,SAN FRANCISCO,Marina,Land,3835136.7607588214,3609,,,,2024-11-16,Pending,6,3.8
PROP-11201,5 BHK Villa for sale in Mission District,san francisco,Mission District,Villa,5828224.668279795,4842,5.0,3.0,,2024-09-22,Active,10,4.9
PROP-11412,4 BHK Apartment for sale in Mission District,SF,Mission District,Apartment,1375714.3992697294,1122,4.0,1.0,1960.0,2024-01-25,Pending,5,3.4
PROP-11762,Residential plot of 1489 sqft in Little Havana,MIAMI,Little Havana,Plot,"$634,907",1489,,,,2024-01-12,Pending,9,4.7
PROP-11005,6 BHK Villa for sale in East Austin,austin,East Austin,VILLA,1934378.2704454476,5636,6.0,3.0,2006.0,2025-09-01,Pending,2,3.8
PROP-12647,4 BHK Apartment for sale in Brooklyn,NEW YORK,Brooklyn,apartment,2389600.155782871,2091,4.0,1.0,1952.0,2024/05/11,Pending,2,4.9
PROP-12573,4 BHK Villa for sale in Queens,NEW YORK,Queens,villa,4964227.540151214,4780,4.0,3.0,1997.0,2025-05-18,Pending,7,4.1
PROP-12162,4 BHK Villa for sale in South Austin,Austin,South Austin,VILLA,1807106.2866083388,4640,4.0,5.0,1990.0,2024-09-30,Sold,5,
PROP-10342,Residential plot of 5859 sqft in Manhattan,NY,Manhattan,Plot,10311765.102297904,5859,,,,2024-10-03,Sold,10,4.2
PROP-11488,Commercial Space / Office in Pacific Heights,SF,Pacific Heights,commercial,,8622,,3.0,1994.0,2024-06-03,Pending,8,
PROP-11436,3 BHK Villa for sale in Loop,Chicago,Loop,villa,1007162.1384835297,2568,,5.0,2022.0,2024-11-07,Pending,6,4.5
PROP-13127,Commercial Space / Office in Downtown,ATX,Downtown,Office,10062570.024083989,20402,,9.0,1962.0,2025-11-27,Sold,6,4.4
PROP-10591,3 BHK Apartment for sale in Marina,SF,Marina,Apartment,2167629.065718097,1753,3.0,1.0,1924.0,2024-03-15,Pending,10,4.0
PROP-10167,Commercial Space / Office in Mission District,san francisco,Mission District,Office,,11290,,8.0,1967.0,2024-07-31,Pending,5,4.7
PROP-10322,Residential plot of 1138 sqft in Pacific Heights,san francisco,Pacific Heights,Plot,2627601.47000445,1138,,,,2024-01-13,Sold,2,4.4
PROP-10126,Commercial Space / Office in Coral Gables,Miami,Coral Gables,commercial,3628241.659101303,4506,,3.0,1993.0,2024-07-15,Pending,6,3.5
PROP-11245,Commercial Space / Office in Marina,San Francisco,Marina,Office,16957230.649441108,16191,,10.0,1986.0,2024-03-16,Sold,5,4.1
PROP-13138,6 BHK Villa for sale in River North,chicago,River North,Villa,1337231.3351266254,4338,6.0,2.0,1999.0,2024-11-17,Sold,3,4.5
PROP-12430,Commercial Space / Office in Manhattan,New York,Manhattan,commercial,20255473.228563014,11612,,3.0,1974.0,2025-10-14,Active,10,4.1
PROP-10036,2 BHK Apartment for sale in Brooklyn,NEW YORK,Brooklyn,apartment,998629.5602121855,892,2.0,3.0,,2025/08/26,Sold,10,4.1
PROP-12171,Commercial Space / Office in Bronx,NY,Bronx,COMMERCIAL,16403422 USD,16423 sqft,,9.0,2001.0,2024-02-22,Active,2,4.3
PROP-10125,3 BHK Villa for sale in Bronx,new york,Bronx,Villa,"$2,877,043",3037,3.0,3.0,,2024-03-02,Sold,10,4.7
PROP-10346,5 BHK Villa for sale in Marina,san francisco,Marina,VILLA,"$2,250,835",1985,,5.0,2023.0,2024-05-15,Pending,8,4.5
PROP-11928,1 BHK Apartment for sale in Little Havana,MIAMI,Little Havana,apartment,933588.9561543576,1782,1.0,2.0,1982.0,2025-06-06,Active,10,5.0
PROP-12733,Residential plot of 4712 sqft in Lincoln Park,chicago,Lincoln Park,Land,,4712,,,,2025-02-20,Pending,3,4.0
PROP-13342,Residential plot of 5808 sqft in River North,CHI,River North,land,1971438.4430157996,5808,,,,2025/09/16,Sold,4,
PROP-10914,4 BHK Apartment for sale in Hyde Park,CHI,Hyde Park,Apartment,557776.1242062317,1973,4.0,2.0,1998.0,2025-01-28,Sold,10,4.5
PROP-12571,Commercial Space / Office in Pacific Heights,San Francisco,Pacific Heights,commercial,45134405.99043269,22286 SQFT,,5.0,2002.0,2025-06-03,Pending,5,4.1
PROP-11343,4 BHK Apartment for sale in Bronx,new york,Bronx,Apartment,1140883.041131129,1060,4.0,2.0,1990.0,2024-01-20,Active,7,4.5
PROP-10955,3 BHK Apartment for sale in Loop,CHICAGO,Loop,Apartment,720916.4145648057,2033,,3.0,1950.0,2025-07-19,Sold,10,4.9
PROP-12723,4 BHK Villa for sale in Queens,NEW YORK,Queens,Villa,6293452.850500634,5944,4.0,4.0,1999.0,2025-02-24,Active,3,3.1
PROP-11056,4 BHK Apartment for sale in Hyde Park,Chicago,Hyde Park,APT,335867.09626034775,1175,4.0,2.0,1922.0,2025-11-17,Sold,7,4.2
PROP-11250,Commercial Space / Office in Lincoln Park,Chicago,Lincoln Park,COMMERCIAL,10842041.426087527,22999,,8.0,1979.0,2025/11/14,Active,5,4.8
PROP-11607,1 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apartment,2230533.269148336,1688,1.0,2.0,1948.0,2025-09-21,Active,3,4.0
PROP-12221,Commercial Space / Office in East Austin,ATX,East Austin,Commercial,3273831.340501408,8568,,6.0,1961.0,2025-03-27,Pending,1,
PROP-12685,5 BHK Villa for sale in SOMA,SF,SOMA,VILLA,6418799.151934652,4276,,4.0,2004.0,2024-07-30,Pending,10,4.5
PROP-11174,3 BHK Apartment for sale in Mission District,SF,Mission District,Apartment,872969.4647889653,683,3.0,1.0,1921.0,01/05/2025,Active,2,4.5
PROP-13068,4 BHK Villa for sale in Manhattan,NY,Manhattan,Villa,4701502.659182978,2723,4.0,3.0,1997.0,2025-02-28,Active,10,4.1
PROP-11346,Commercial Space / Office in Loop,CHI,Loop,Commercial,Contact Agent,14490,,10.0,1974.0,2024-08-13,Active,2,
PROP-11663,2 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apt,2900951.875096437,1540,2.0,2.0,1994.0,2024-07-14,Sold,9,4.0
PROP-11452,Commercial Space / Office in East Austin,AUSTIN,East Austin,Office,1933698.16816653,5645,,8.0,1982.0,2024-04-27,Pending,7,4.0
PROP-10938,Residential plot of 4871 sqft in Brooklyn,New York,Brooklyn,Land,6586157.415872515,4871,,,,2025-10-22,Sold,10,4.5
PROP-10562,Commercial Space / Office in South Beach,MIA,South Beach,COMMERCIAL,5962087.340550957,11489,,5.0,1972.0,2025-05-20,Pending,9,
PROP-10704,Residential plot of 2579 sqft in Hyde Park,chicago,Hyde Park,Land,717308.4809186056,2579,,,,2025-08-07,Active,9,4.9
PROP-13231,Residential plot of 6434 sqft in Manhattan,N.Y.,Manhattan,plot,11387894.149189731,6434,,,,2024/12/20,Active,6,3.9
PROP-11737,3 BHK Apartment for sale in Downtown,Austin,Downtown,apartment,563573.513781127,1343,3.0,1.0,,2025-06-24,Sold,7,3.4
PROP-10373,3 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,APT,"$1,559,164",734,,1.0,1922.0,2024-02-08,Pending,10,4.4
PROP-10749,Residential plot of 5025 sqft in SOMA,SF,SOMA,land,7811727.524176477,5025,,,,2024-05-13,Pending,8,4.2
PROP-11215,Commercial Space / Office in Downtown,AUSTIN,Downtown,commercial,"$3,499,674",7065,,3.0,1990.0,2025-10-24,Sold,6,4.2
PROP-12239,Commercial Space / Office in Mission District,SF,Mission District,Commercial,Contact Agent,12191,,5.0,1979.0,2024-07-31,Sold,4,3.4
PROP-11087,Residential plot of 3472 sqft in SOMA,San Francisco,SOMA,plot,4995729.729415325,3472,,,,2024-04-29,Pending,6,3.1
PROP-12558,Commercial Space / Office in Downtown,ATX,Downtown,COMMERCIAL,7055748 USD,17415,,9.0,1993.0,2025-02-14,Sold,10,4.0
PROP-12351,Residential plot of 1397 sqft in Marina,San Francisco,Marina,Plot,1695230.559734736,1397,,,,2024-09-08,Sold,7,
PROP-12706,Commercial Space / Office in Lincoln Park,Chicago,Lincoln Park,COMMERCIAL,3260250 USD,5574,,4.0,1968.0,2025-09-13,Pending,4,4.1
PROP-11080,3 BHK Villa for sale in Lincoln Park,CHI,Lincoln Park,villa,2948462.6671632016,5943,3.0,3.0,1989.0,11/02/2024,Sold,6,3.8
PROP-10812,Residential plot of 7241 sqft in Bronx,N.Y.,Bronx,Land,5951394.605952551,7241,,,,2025-03-22,Pending,2,3.9
PROP-11038,Residential plot of 8153 sqft in East Austin,austin,East Austin,plot,2821244.8236220423,8153,,,,2025/04/28,Pending,7,3.8
PROP-12540,4 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,VILLA,2888873.062903272,5948,4.0,4.0,2013.0,2025/07/27,Sold,1,4.3
PROP-13453,Residential plot of 6249 sqft in River North,chicago,River North,Plot,1935670.7837325959,6249,,,,2024-09-15,Pending,7,3.9
PROP-13195,Commercial Space / Office in SOMA,san francisco,SOMA,COMMERCIAL,16564589.593414124,11778,,10.0,1973.0,2024-07-25,Active,6,4.3
PROP-12851,4 BHK Villa for sale in Downtown,AUSTIN,Downtown,VILLA,1821450.0710102716,3641,4.0,2.0,2005.0,2024-12-11,Active,10,4.2
PROP-11617,Commercial Space / Office in Marina,SAN FRANCISCO,Marina,COMMERCIAL,2907059.9221456954,2790,,9.0,2006.0,2024-08-15,Pending,5,3.5
PROP-11084,4 BHK Villa for sale in West Lake Hills,austin,West Lake Hills,VILLA,1147669.335041033,1812,4.0,3.0,1998.0,29/03/2025,Active,5,4.0
PROP-10921,3 BHK Apartment for sale in East Austin,ATX,East Austin,APT,722686.8248766214,2194,3.0,1.0,1933.0,2024-06-26,Active,7,4.0
PROP-10322,Residential plot of 1138 sqft in Pacific Heights,san francisco,Pacific Heights,Plot,2627601.47000445,1138,,,,2024-01-13,Sold,2,4.4
PROP-12332,Commercial Space / Office in South Beach,Miami,South Beach,Office,11507784.841706298,19140,,6.0,1971.0,2025-01-11,Pending,4,4.1
PROP-10813,3 BHK Villa for sale in West Lake Hills,austin,West Lake Hills,Villa,1985533.6121476525,3403,3.0,5.0,2003.0,2024-08-22,Active,2,4.2
PROP-12124,Residential plot of 4448 sqft in Marina,SF,Marina,Land,"$5,125,420",4448,,,,2025-08-29,Sold,9,
PROP-13152,4 BHK Apartment for sale in Little Havana,Miami,Little Havana,Apartment,1122681.642011273,2068,4.0,1.0,1938.0,2024-04-23,Active,8,4.9
PROP-11399,3 BHK Villa for sale in Brickell,MIAMI,Brickell,villa,2685145.834344595,4720,3.0,4.0,2007.0,2024-06-02,Active,6,4.9
PROP-11442,3 BHK Villa for sale in River North,CHI,River North,VILLA,835117.008535884,2323,3.0,4.0,1998.0,2024-10-19,Active,2,4.0
PROP-10231,Commercial Space / Office in Brickell,miami,Brickell,commercial,4408896.733445676,6870 SQFT,,4.0,2007.0,2025-01-02,Pending,4,3.1
PROP-12627,6 BHK Villa for sale in Little Havana,miami,Little Havana,VILLA,2004114.006768346,3878 SQFT,6.0,5.0,2018.0,2025-06-19,Pending,5,4.2
PROP-11402,4 BHK Villa for sale in West Lake Hills,Austin,West Lake Hills,Villa,4271595.30550186,5626,4.0,2.0,2014.0,2025-04-28,Sold,1,4.3
PROP-12932,3 BHK Apartment for sale in Brooklyn,new york,Brooklyn,apartment,1007400.1243481417,929,3.0,2.0,1933.0,2025-03-03,Active,3,3.4
PROP-11707,4 BHK Apartment for sale in Bronx,NY,Bronx,APT,2252257.8815720766,2115,4.0,3.0,2020.0,13/02/2025,Pending,4,4.1
PROP-11190,5 BHK Villa for sale in Little Havana,miami,Little Havana,Villa,1856668.7096268581,4541,5.0,3.0,1996.0,2024-01-27,Sold,3,3.9
PROP-11342,2 BHK Apartment for sale in South Beach,MIA,South Beach,APT,,2262,2.0,3.0,1984.0,07/02/2025,Sold,6,4.4
PROP-11455,Commercial Space / Office in Downtown,Austin,Downtown,Office,1947549.6184330955,4170,,6.0,1971.0,2024-04-14,Pending,10,4.6
PROP-11274,4 BHK Apartment for sale in Queens,NY,Queens,APT,1821692.2521905084,1578,4.0,3.0,1927.0,2024-07-02,Active,4,3.5
PROP-11915,Residential plot of 5553 sqft in Queens,N.Y.,Queens,Land,7159876.73655057,5553,,,,2024/06/15,Sold,6,3.7
PROP-12977,1 BHK Apartment for sale in Loop,CHI,Loop,Apt,724119.637700039,1939,1.0,2.0,2007.0,2025-07-23,Pending,5,4.6
PROP-10936,4 BHK Villa for sale in Marina,SAN FRANCISCO,Marina,VILLA,4642521.756781436,3790 SQFT,4.0,3.0,,2024-04-10,Pending,7,
PROP-13386,Residential plot of 9491 sqft in Loop,chicago,Loop,plot,3539575 USD,9491,,,,28/03/2025,Active,5,3.3
PROP-13046,6 BHK Villa for sale in Mission District,SF,Mission District,villa,3233158.839821798,2341 sqft,6.0,4.0,2000.0,2024-09-24,Sold,10,4.3
PROP-12269,Residential plot of 8334 sqft in Manhattan,N.Y.,Manhattan,land,13960112.06113084,8334,,,,2024-01-19,Pending,5,4.1
PROP-10265,Commercial Space / Office in South Beach,MIAMI,South Beach,COMMERCIAL,3901031.2779574683,7511,,7.0,2016.0,2025-11-13,Active,6,4.3
PROP-10000,3 BHK Villa for sale in Manhattan,NEW YORK,Manhattan,Villa,5173316.594280225,2943,3.0,2.0,2017.0,2024-01-31,Active,10,4.6
PROP-11643,Commercial Space / Office in Mission District,San Francisco,Mission District,commercial,5126034.689454949,3727 sqft,,4.0,2000.0,2025/03/13,Pending,9,4.2
PROP-12198,Residential plot of 6258 sqft in Hyde Park,CHI,Hyde Park,Land,"$1,507,186",6258,,,,2025-12-01,Sold,4,3.2
PROP-10838,Residential plot of 1729 sqft in Bronx,N.Y.,Bronx,land,1552524.2085580043,1729,,,,2024-01-19,Sold,2,3.9
PROP-10014,3 BHK Apartment for sale in Loop,chicago,Loop,Apartment,499501.22674242995,1358,3.0,2.0,1946.0,2024-11-17,Pending,3,4.3
PROP-13086,Commercial Space / Office in Loop,CHICAGO,Loop,Office,1078856.7970599257,2691,,2.0,1989.0,06/09/2025,Sold,1,3.5
PROP-11620,3 BHK Apartment for sale in Hyde Park,Chicago,Hyde Park,APT,388306.11887719994,1402,3.0,3.0,1971.0,03/11/2024,Pending,10,4.6
PROP-12017,Residential plot of 3928 sqft in South Beach,miami,South Beach,Plot,2595338.0004494567,3928,,,,2024-06-20,Sold,3,3.1
PROP-10008,Residential plot of 4470 sqft in Marina,san francisco,Marina,land,5650593.753409829,4470,,,,2024-07-24,Pending,6,3.9
PROP-11039,Residential plot of 2295 sqft in Bronx,new york,Bronx,plot,1989764.9097657166,2295,,,,2024-10-19,Sold,1,4.1
PROP-10556,Commercial Space / Office in Brooklyn,NY,Brooklyn,COMMERCIAL,23457221.512035515,21760,,9.0,2011.0,2024-11-01,Active,10,4.9
PROP-12858,4 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apt,2815368.3758208402,1254,4.0,1.0,1998.0,2025/09/27,Pending,7,3.7
PROP-12578,4 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,1897271.8146404163,3571,4.0,5.0,2023.0,2024-05-03,Sold,3,4.3
PROP-13297,Commercial Space / Office in Marina,san francisco,Marina,COMMERCIAL,9645629 USD,-7592,,7.0,2008.0,2025-05-22,Active,5,3.8
PROP-10339,Residential plot of 8014 sqft in Marina,SF,Marina,Plot,9611639.758665452,8014,,,,2024-09-09,Pending,10,4.9
PROP-13281,5 BHK Villa for sale in Marina,SAN FRANCISCO,Marina,Villa,6306460.847433567,5849,5.0,3.0,2014.0,2024/07/08,Active,5,5.0
PROP-13498,3 BHK Villa for sale in Loop,chicago,Loop,Villa,1527659.31362415,4888,3.0,5.0,2021.0,08/06/2025,Active,9,4.3
PROP-12228,Residential plot of 5589 sqft in Coral Gables,MIA,Coral Gables,land,4824660.594266745,5589,,,,2025-07-22,Sold,9,4.5
PROP-11484,2 BHK Apartment for sale in South Austin,ATX,South Austin,Apt,974759.0136487928,2202,2.0,2.0,2022.0,2024/11/03,Active,6,3.1
PROP-10622,4 BHK Villa for sale in Marina,SAN FRANCISCO,Marina,Villa,2461839.0590344905,2526,4.0,2.0,2007.0,2025-07-25,Sold,3,3.1
PROP-10034,Commercial Space / Office in Hyde Park,chicago,Hyde Park,commercial,,12626,,6.0,1981.0,2025-09-02,Pending,9,4.9
PROP-12537,4 BHK Apartment for sale in Loop,CHICAGO,Loop,Apartment,407208.56809317466,1225,4.0,2.0,2007.0,2025/06/23,Pending,7,3.8
PROP-12084,Commercial Space / Office in East Austin,ATX,East Austin,Office,"$5,595,028",13946,,3.0,2006.0,2025-07-09,Pending,6,
PROP-11207,Commercial Space / Office in Little Havana,Miami,Little Havana,commercial,920694.0554775175,-1866,,2.0,1996.0,2025-11-06,Sold,5,3.6
PROP-12169,4 BHK Apartment for sale in Brooklyn,new york,Brooklyn,Apartment,2860567.34861414,2263,4.0,2.0,1930.0,2024-01-28,Sold,5,3.7
PROP-12076,3 BHK Villa for sale in Manhattan,new york,Manhattan,villa,5877058.805118648,3464,3.0,3.0,1988.0,2025-06-20,Pending,7,4.7
PROP-12251,2 BHK Apartment for sale in Brooklyn,NEW YORK,Brooklyn,APT,1172652.7726949914,895,2.0,1.0,1934.0,2025-01-18,Sold,7,3.5
PROP-12927,Residential plot of 3549 sqft in Coral Gables,MIAMI,Coral Gables,plot,3027405.0814188393,3549,,,,2025-10-18,Pending,6,3.4
PROP-12415,2 BHK Apartment for sale in South Austin,AUSTIN,South Austin,Apt,920335.9004270985,2257,,3.0,1968.0,2024-12-21,Sold,3,4.2
PROP-13489,3 BHK Apartment for sale in Marina,SF,Marina,apartment,1048137.9783738265,906,3.0,3.0,1982.0,2024-12-12,Active,1,4.4
PROP-10196,5 BHK Villa for sale in Pacific Heights,San Francisco,Pacific Heights,villa,7327531.388698508,3629,5.0,5.0,2001.0,2025-08-22,Active,8,3.1
PROP-10726,Residential plot of 9322 sqft in Hyde Park,CHICAGO,Hyde Park,plot,2959609.0978204883,9322,,,,2024-05-27,Sold,10,4.0
PROP-11664,6 BHK Villa for sale in Downtown,austin,Downtown,Villa,1184275.7659611355,2932,6.0,4.0,1992.0,2024-08-31,Sold,8,4.6
PROP-12431,3 BHK Apartment for sale in South Beach,MIAMI,South Beach,Apartment,1317198.4214765138,2272,3.0,2.0,,29/08/2024,Active,10,4.9
PROP-10953,Commercial Space / Office in South Austin,austin,South Austin,commercial,6800010 USD,15400,,6.0,2013.0,2025-02-07,Active,2,3.7
PROP-10264,Commercial Space / Office in Brooklyn,NY,Brooklyn,commercial,2695334.5886748866,2098,,5.0,1989.0,2024-04-06,Active,8,3.8
PROP-10432,4 BHK Apartment for sale in Manhattan,NY,Manhattan,APT,4329725.44123862,2490 sqft,4.0,3.0,1965.0,2024-01-09,Pending,6,3.9
PROP-13492,Commercial Space / Office in South Beach,MIAMI,South Beach,COMMERCIAL,12089348.058991497,21477 sqft,,8.0,1960.0,2024-06-28,Pending,7,3.6
PROP-12665,Residential plot of 9420 sqft in Brickell,MIAMI,Brickell,land,"$6,145,025",9420,,,,2025-09-15,Sold,1,3.4
PROP-12205,5 BHK Villa for sale in West Lake Hills,Austin,West Lake Hills,Villa,2953638.6685233964,3873,5.0,4.0,2018.0,2024/03/07,Active,10,4.3
PROP-13201,3 BHK Villa for sale in Brickell,Miami,Brickell,Villa,1995283.5711872973,3623,3.0,4.0,2023.0,2025-09-04,Active,2,4.7
PROP-11108,3 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,villa,2319709.781434643,4835,3.0,2.0,1980.0,2025-11-26,Pending,7,3.2
PROP-11981,Residential plot of 5743 sqft in West Lake Hills,AUSTIN,West Lake Hills,plot,3708453.3960911655,5743,,,,2025-08-06,Pending,2,3.6
PROP-12390,Residential plot of 5385 sqft in Mission District,SAN FRANCISCO,Mission District,Land,8238345.499476104,5385,,,,2024-04-27,Sold,7,4.3
PROP-10133,Residential plot of 5397 sqft in Lincoln Park,chicago,Lincoln Park,Land,2827580.161787578,5397,,,,2024-03-05,Pending,7,3.6
PROP-11144,3 BHK Apartment for sale in Mission District,san francisco,Mission District,Apartment,2687397.3275510822,1717 sqft,3.0,1.0,1970.0,2025-02-28,Active,10,4.4
PROP-11829,Commercial Space / Office in Coral Gables,Miami,Coral Gables,COMMERCIAL,18017297.881600633,17965,,6.0,,2025-05-02,Pending,4,4.0
PROP-10604,4 BHK Apartment for sale in East Austin,austin,East Austin,APT,764126.2550691244,1986,4.0,2.0,2020.0,28/02/2024,Sold,7,4.9
PROP-12273,6 BHK Villa for sale in Queens,New York,Queens,villa,3460941.1195022603,3229,6.0,5.0,1992.0,2024-11-19,Active,8,4.7
PROP-12107,Commercial Space / Office in River North,CHICAGO,River North,Office,9663127.854887413,24702,,4.0,2020.0,2024-08-08,Active,4,4.4
PROP-11863,Commercial Space / Office in Lincoln Park,chicago,Lincoln Park,Commercial,6346477 USD,13046,,8.0,1966.0,2025-03-20,Pending,5,3.4
PROP-11480,Commercial Space / Office in Little Havana,MIA,Little Havana,Office,7737109.596463668,15744,,10.0,1999.0,2025-04-12,Sold,2,3.9
PROP-10377,Commercial Space / Office in Marina,san francisco,Marina,COMMERCIAL,25373440.374329656,21903,,10.0,2011.0,2025/03/20,Sold,1,4.0
PROP-10363,2 BHK Apartment for sale in South Beach,Miami,South Beach,apartment,1321067.2451063702,1965,2.0,2.0,1941.0,2025-07-04,Sold,4,4.8
PROP-13123,Commercial Space / Office in Manhattan,NEW YORK,Manhattan,commercial,28057357.78186371,16093,,10.0,1981.0,2025-10-11,Active,10,4.7
PROP-10258,6 BHK Villa for sale in Coral Gables,MIA,Coral Gables,VILLA,3047662.6616245955,3250,6.0,5.0,2013.0,2025-06-30,Pending,8,4.1
PROP-13080,Residential plot of 3766 sqft in Brickell,MIAMI,Brickell,plot,"$2,212,968",3766,,,,2024-02-04,Active,5,3.1
PROP-10171,3 BHK Apartment for sale in West Lake Hills,austin,West Lake Hills,apartment,1373335.6068126026,1825,3.0,2.0,1972.0,2025-05-05,Pending,7,3.3
PROP-10769,5 BHK Villa for sale in Bronx,NY,Bronx,villa,2636213.5063671395,2972,5.0,2.0,2010.0,2025-10-10,Pending,10,4.1
PROP-12790,4 BHK Villa for sale in SOMA,SAN FRANCISCO,SOMA,Villa,8181516.214204447,5879,4.0,4.0,1996.0,01/09/2024,Sold,3,4.8
