Property_ID,Title,City,Locality,Property_Type,Price_USD,Area_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Date,Status,Demand_Score,Customer_Rating,Price_Per_SqFt,Property_Age,Investment_Score
PROP-10322,Residential plot of 1138 sqft in Pacific Heights,San Francisco,Pacific Heights,Plot,2627601.47,1138.0,0,0,1991.0,2024-01-13,Sold,2,4.4,2308.96,35.0,4.8
PROP-10323,2 BHK Apartment for sale in Manhattan,New York,Manhattan,Apartment,3864946.88,2422.0,2,3,2001.0,2024-05-02,Sold,5,3.8,1595.77,25.0,5.9
PROP-10324,Commercial Space / Office in Pacific Heights,San Francisco,Pacific Heights,Commercial,52897700.19,21931.0,0,9,2019.0,2025-03-13,Sold,6,3.5,2412.01,7.0,5.8
PROP-10325,6 BHK Villa for sale in Queens,New York,Queens,Villa,2750073.01,2368.0,6,3,2019.0,2025-10-22,Active,9,4.2,1161.35,7.0,7.6
PROP-10326,1 BHK Apartment for sale in Coral Gables,Miami,Coral Gables,Apartment,699826.23,804.0,1,1,2005.0,2024-06-04,Pending,10,4.7,870.43,21.0,8.4
PROP-10327,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,6844950.17,4971.0,0,10,2019.0,2024-12-07,Pending,1,4.3,1376.98,7.0,4.3
PROP-10328,6 BHK Villa for sale in Bronx,New York,Bronx,Villa,2156830.71,2122.0,6,3,1999.0,2024-04-19,Pending,8,3.2,1016.41,27.0,6.6
PROP-10329,Commercial Space / Office in Brickell,Miami,Brickell,Commercial,11341515.51,18712.0,0,6,1991.0,2025-04-05,Active,1,3.7,606.11,35.0,4.1
PROP-10330,4 BHK Villa for sale in Little Havana,Miami,Little Havana,Villa,863386.14,2102.0,4,5,2021.0,2025-09-25,Sold,3,3.0,410.75,5.0,4.7
PROP-10331,2 BHK Apartment for sale in South Beach,Miami,South Beach,Apartment,938844.75,1718.0,2,1,2022.0,2024-12-11,Sold,9,5.0,546.48,4.0,8.2
PROP-10332,2 BHK Apartment for sale in Brickell,Miami,Brickell,Apartment,673453.24,1060.0,2,2,1996.0,2025-07-20,Active,10,4.1,635.33,30.0,7.9
PROP-10333,4 BHK Apartment for sale in Manhattan,New York,Manhattan,Apartment,2219073.45,1352.0,4,3,1936.0,2025-10-17,Pending,9,4.2,1641.33,90.0,7.7
PROP-10334,1 BHK Apartment for sale in East Austin,Austin,East Austin,Apartment,332949.21,893.0,1,3,1932.0,2025-07-06,Pending,4,3.6,372.84,94.0,5.2
PROP-10335,2 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apartment,1440827.26,1083.0,2,2,1952.0,2025-04-09,Sold,3,4.8,1330.4,74.0,5.6
PROP-10336,4 BHK Villa for sale in Hyde Park,Chicago,Hyde Park,Villa,1148873.0,4468.0,4,2,2000.0,2024-08-30,Active,7,4.8,257.13,26.0,7.3
PROP-10337,Commercial Space / Office in Little Havana,Miami,Little Havana,Commercial,2384255.99,5469.0,0,9,2006.0,2025-01-02,Active,6,3.3,435.96,20.0,6.0
PROP-10338,Residential plot of 5835 sqft in River North,Chicago,River North,Plot,2082607.46,5835.0,0,0,1986.0,2025-10-15,Active,10,4.9,356.92,40.0,8.4
PROP-10339,Residential plot of 8014 sqft in Marina,San Francisco,Marina,Plot,9611639.76,8014.0,0,0,1991.5,2024-09-09,Pending,10,4.9,1199.36,34.5,8.3
PROP-10340,Commercial Space / Office in Loop,Chicago,Loop,Commercial,5199610.0,14949.0,0,10,1985.0,2024-04-10,Active,2,4.1,347.82,41.0,4.8
PROP-10341,3 BHK Apartment for sale in South Austin,Austin,South Austin,Apartment,831220.95,1870.0,3,1,2010.0,2025-08-07,Active,8,3.9,444.5,16.0,7.1
PROP-10342,Residential plot of 5859 sqft in Manhattan,New York,Manhattan,Plot,10311765.1,5859.0,0,0,1991.0,2024-10-03,Sold,10,4.2,1759.99,35.0,8.0
PROP-10343,4 BHK Apartment for sale in Queens,New York,Queens,Apartment,1437203.8,1248.0,4,3,1925.0,2024-06-28,Sold,2,4.1,1151.61,101.0,4.8
PROP-10344,Residential plot of 5380 sqft in Brickell,Miami,Brickell,Plot,3231453.29,5380.0,0,0,1995.5,2025-03-09,Active,6,3.7,600.64,30.5,6.1
PROP-10345,Residential plot of 4085 sqft in Coral Gables,Miami,Coral Gables,Plot,4108749.65,4085.0,0,0,1991.0,2025-04-13,Pending,3,3.6,1005.81,35.0,4.7
PROP-10346,5 BHK Villa for sale in Marina,San Francisco,Marina,Villa,2250835.0,1985.0,4,5,2023.0,2024-05-15,Pending,8,4.5,1133.92,3.0,7.4
PROP-10347,Residential plot of 8965 sqft in Coral Gables,Miami,Coral Gables,Plot,8294475.9,8965.0,0,0,1991.0,2025-06-26,Pending,8,3.6,925.21,35.0,6.8
PROP-10348,Residential plot of 1775 sqft in South Austin,Austin,South Austin,Plot,714483.07,1775.0,0,0,1991.0,2024-10-18,Active,10,4.7,402.53,35.0,8.5
PROP-10349,2 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apartment,1544361.12,1148.0,2,2,1953.0,2024-07-29,Active,8,5.0,1345.26,73.0,7.7
PROP-10350,4 BHK Villa for sale in Bronx,New York,Bronx,Villa,4851912.01,4423.0,4,2,2014.0,2024-12-05,Pending,8,4.8,1096.97,12.0,7.4
PROP-10351,Commercial Space / Office in Hyde Park,Chicago,Hyde Park,Commercial,1469277.74,5568.0,0,10,1967.0,2025-02-15,Active,8,3.7,263.88,59.0,7.0
PROP-10352,1 BHK Apartment for sale in South Austin,Austin,South Austin,Apartment,770903.92,1886.0,1,3,1970.0,2024-11-21,Sold,1,4.8,408.75,56.0,4.9
PROP-10353,Residential plot of 2435 sqft in East Austin,Austin,East Austin,Plot,801833.51,2435.0,0,0,1994.0,2025-03-30,Pending,8,3.6,329.3,32.0,7.0
PROP-10354,6 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,2541361.32,4284.0,6,4,1984.0,2025-08-27,Active,1,3.8,593.22,42.0,4.0
PROP-10355,Commercial Space / Office in SOMA,San Francisco,SOMA,Commercial,29404738.0,19149.0,0,9,1962.0,2024-11-05,Pending,10,4.5,1535.58,64.0,8.0
PROP-10356,Commercial Space / Office in Loop,Chicago,Loop,Commercial,5307131.88,17118.0,0,5,1961.0,2024-10-10,Active,10,4.6,310.03,65.0,8.4
PROP-10357,1 BHK Apartment for sale in Queens,New York,Queens,Apartment,987917.87,833.0,1,1,1960.0,2024-05-18,Active,5,3.7,1185.98,66.0,5.8
PROP-10358,3 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,2109732.7,1613.0,2,2,2007.0,2024-10-04,Sold,6,3.2,1307.96,19.0,5.7
PROP-10359,4 BHK Villa for sale in River North,Chicago,River North,Villa,1365454.57,3584.0,4,3,1992.0,2025-07-26,Sold,9,4.7,380.99,34.0,7.8
PROP-10360,Residential plot of 3277 sqft in Bronx,New York,Bronx,Plot,3445133.0,3277.0,0,0,1993.0,2025-09-03,Pending,3,4.4,1051.31,33.0,5.2
PROP-10361,3 BHK Villa for sale in SOMA,San Francisco,SOMA,Villa,4329006.87,2866.0,3,5,2024.0,2024-04-24,Pending,9,4.1,1510.47,2.0,7.5
PROP-10362,2 BHK Apartment for sale in Queens,New York,Queens,Apartment,2590267.15,2384.0,2,3,1945.0,2024-12-25,Active,5,4.9,1086.52,81.0,6.6
PROP-10363,2 BHK Apartment for sale in South Beach,Miami,South Beach,Apartment,1321067.25,1965.0,2,2,1941.0,2025-07-04,Sold,4,4.8,672.3,85.0,5.8
PROP-10364,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,9358325.84,8021.0,0,10,1994.0,2024-11-17,Active,9,4.8,1166.73,32.0,8.1
PROP-10365,Commercial Space / Office in Bronx,New York,Bronx,Commercial,22937584.61,23513.0,0,9,1974.0,2024-10-24,Pending,4,4.7,975.53,52.0,5.9
PROP-10366,Commercial Space / Office in Bronx,New York,Bronx,Commercial,15539235.96,18126.0,0,3,1967.0,2025-02-14,Active,3,3.1,857.29,59.0,4.7
PROP-10367,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,31795515.6,24379.0,0,6,2008.0,2025-10-21,Pending,8,4.3,1304.22,18.0,7.2
PROP-10368,Residential plot of 9147 sqft in Loop,Chicago,Loop,Plot,2942921.83,9147.0,0,0,1991.0,2024-05-17,Sold,1,4.7,321.74,35.0,4.8
PROP-10369,Residential plot of 2253 sqft in Coral Gables,Miami,Coral Gables,Plot,2125686.94,2253.0,0,0,1991.0,2025-06-16,Pending,4,3.6,943.49,35.0,5.2
PROP-10370,Commercial Space / Office in South Beach,Miami,South Beach,Commercial,9003930.74,13570.0,0,9,1980.0,2025-03-29,Active,5,4.1,663.52,46.0,5.8
PROP-10371,Commercial Space / Office in Pacific Heights,San Francisco,Pacific Heights,Commercial,41909478.94,19640.0,0,9,2002.0,2025-07-06,Pending,9,4.5,2133.88,24.0,7.8
PROP-10372,1 BHK Apartment for sale in East Austin,Austin,East Austin,Apartment,587346.89,1709.0,1,1,1966.0,2025-08-20,Sold,6,3.8,343.68,60.0,6.2
PROP-10373,3 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,1559164.0,734.0,2,1,1922.0,2024-02-08,Pending,10,4.4,2124.2,104.0,8.1
PROP-10374,4 BHK Apartment for sale in Downtown,Austin,Downtown,Apartment,577085.29,1188.0,4,3,2023.0,2024-12-13,Pending,8,4.9,485.76,3.0,7.5
PROP-10375,4 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,3771554.57,1674.0,4,1,1999.0,2024-04-04,Sold,2,4.2,2253.02,27.0,4.7
PROP-10376,Residential plot of 9846 sqft in Queens,New York,Queens,Plot,11153618.39,9846.0,0,0,1988.0,2025-02-28,Sold,9,4.8,1132.81,38.0,8.1
PROP-10377,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,25373440.37,21903.0,0,10,2011.0,2025-03-20,Sold,1,4.0,1158.45,15.0,4.2
PROP-10378,Residential plot of 4335 sqft in West Lake Hills,Austin,West Lake Hills,Plot,3229827.79,4335.0,0,0,1990.0,2024-09-30,Sold,3,3.5,745.06,36.0,4.6
PROP-10379,Residential plot of 8952 sqft in Mission District,San Francisco,Mission District,Plot,12757732.47,8952.0,0,0,1994.0,2025-03-22,Active,4,3.3,1425.13,32.0,5.0
PROP-10380,Commercial Space / Office in Brickell,Miami,Brickell,Commercial,1738625.72,2812.0,0,3,1980.0,2024-03-06,Pending,6,4.3,618.29,46.0,6.5
PROP-10381,Residential plot of 2478 sqft in Mission District,San Francisco,Mission District,Plot,3196600.87,2478.0,0,0,1994.0,2024-05-05,Pending,6,4.7,1289.99,32.0,6.8
PROP-10382,3 BHK Apartment for sale in Lincoln Park,Chicago,Lincoln Park,Apartment,456152.39,938.0,3,2,1972.0,2025-08-26,Sold,6,4.4,486.3,54.0,6.6
PROP-10383,Residential plot of 1345 sqft in Pacific Heights,San Francisco,Pacific Heights,Plot,2947702.65,1345.0,0,0,1991.0,2025-09-12,Sold,1,4.4,2191.6,35.0,4.5
PROP-10384,3 BHK Villa for sale in East Austin,Austin,East Austin,Villa,1686386.68,4982.0,3,5,1994.0,2024-08-29,Active,8,4.3,338.5,32.0,7.3
PROP-10385,Residential plot of 2644 sqft in River North,Chicago,River North,Plot,1015460.17,2644.0,0,0,1986.0,2024-09-24,Pending,7,4.2,384.06,40.0,6.7
PROP-10386,Commercial Space / Office in Manhattan,New York,Manhattan,Commercial,2056207.99,1100.0,0,8,1972.0,2024-11-17,Active,5,3.5,1869.28,54.0,5.6
PROP-10387,Commercial Space / Office in Little Havana,Miami,Little Havana,Commercial,2724592.36,5374.0,0,6,1971.0,2024-12-01,Active,2,3.8,507.0,55.0,4.4
PROP-10388,4 BHK Villa for sale in Mission District,San Francisco,Mission District,Villa,8648932.98,5588.0,4,4,2024.0,2024-02-20,Pending,10,4.1,1547.77,2.0,7.8
PROP-10389,4 BHK Villa for sale in River North,Chicago,River North,Villa,1302036.26,3464.0,4,4,1998.0,2025-01-26,Active,10,4.2,375.88,28.0,7.9
PROP-10390,3 BHK Villa for sale in South Austin,Austin,South Austin,Villa,2223880.25,5553.0,3,2,2010.0,2024-11-27,Pending,4,4.4,400.48,16.0,5.9
PROP-10391,Residential plot of 1087 sqft in South Austin,Austin,South Austin,Plot,453000.38,1087.0,0,0,1991.0,2025-09-26,Pending,6,3.3,416.74,35.0,6.0
PROP-10392,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,4449685.58,3937.0,0,7,2005.0,2024-05-25,Pending,1,5.0,1130.22,21.0,4.9
PROP-10393,Residential plot of 8139 sqft in Hyde Park,Chicago,Hyde Park,Plot,2547380.29,8139.0,0,0,1993.0,2024-11-19,Pending,3,4.1,312.98,33.0,5.0
PROP-10394,6 BHK Villa for sale in SOMA,San Francisco,SOMA,Villa,3111253.71,2093.0,6,4,1990.0,2025-03-22,Pending,3,3.9,1486.5,36.0,5.0
PROP-10395,3 BHK Apartment for sale in Mission District,San Francisco,Mission District,Apartment,3428329.0,2278.0,3,1,1941.0,2024-10-06,Sold,10,5.0,1504.97,85.0,8.4
PROP-10396,1 BHK Apartment for sale in Loop,Chicago,Loop,Apartment,681225.1,1895.0,1,2,1967.0,2024-04-18,Active,1,3.2,359.49,59.0,3.8
PROP-10397,Commercial Space / Office in Queens,New York,Queens,Commercial,33230916.96,24971.0,0,4,1973.0,2025-10-21,Active,2,4.1,1330.78,53.0,4.6
PROP-10398,6 BHK Villa for sale in Loop,Chicago,Loop,Villa,1875815.91,4982.0,6,4,2021.0,2025-10-31,Pending,8,4.6,376.52,5.0,7.4
PROP-10399,6 BHK Villa for sale in Queens,New York,Queens,Villa,6662495.28,5449.0,6,5,1997.0,2025-03-09,Pending,6,4.2,1222.7,29.0,6.3
PROP-10400,4 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apartment,2027490.1,1458.0,4,1,2022.0,2024-06-01,Sold,7,4.2,1390.6,4.0,6.8
PROP-10401,3 BHK Apartment for sale in Bronx,New York,Bronx,Apartment,1824544.5,1853.0,3,2,1952.0,2025-05-30,Sold,8,3.4,984.64,74.0,6.7
PROP-10402,Residential plot of 4066 sqft in Little Havana,Miami,Little Havana,Plot,1944443.9,4066.0,0,0,1994.0,2024-03-21,Sold,5,4.2,478.22,32.0,6.0
PROP-10403,Commercial Space / Office in Manhattan,New York,Manhattan,Commercial,44620023.18,23669.0,0,8,2015.0,2025-09-08,Pending,10,4.6,1885.17,11.0,8.2
PROP-10404,1 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,969019.12,729.0,1,3,1944.0,2024-08-02,Active,4,3.9,1329.24,82.0,5.3
PROP-10405,2 BHK Apartment for sale in River North,Chicago,River North,Apartment,808305.87,2348.0,2,3,2009.0,2025-05-11,Pending,10,4.3,344.25,17.0,8.1
PROP-10406,Residential plot of 8987 sqft in River North,Chicago,River North,Plot,3050784.0,8987.0,0,0,1986.0,2025-06-09,Sold,8,3.5,339.47,40.0,6.9
PROP-10407,Commercial Space / Office in South Beach,Miami,South Beach,Commercial,3280314.73,4831.0,0,9,1999.0,2024-12-21,Pending,3,3.3,679.01,27.0,4.5
PROP-10408,6 BHK Villa for sale in Coral Gables,Miami,Coral Gables,Villa,4901726.53,4997.0,6,4,2010.0,2024-06-14,Pending,2,4.3,980.93,16.0,4.7
PROP-10409,3 BHK Villa for sale in Hyde Park,Chicago,Hyde Park,Villa,585561.83,2185.0,3,4,1996.0,2024-06-11,Sold,1,4.6,267.99,30.0,4.7
PROP-10410,Residential plot of 9444 sqft in East Austin,Austin,East Austin,Plot,3506210.27,9444.0,0,0,1994.0,2024-04-16,Pending,8,4.9,371.26,32.0,7.6
PROP-10411,1 BHK Apartment for sale in South Beach,Miami,South Beach,Apartment,963495.89,1790.0,1,1,1966.0,2024-10-26,Sold,10,4.1,538.27,60.0,8.1
PROP-10412,Commercial Space / Office in Loop,Chicago,Loop,Commercial,3185849.58,10396.0,0,10,1970.0,2025-01-16,Pending,6,4.3,306.45,56.0,6.7
PROP-10413,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,17232312.15,17913.0,0,7,2020.0,2024-05-29,Sold,9,4.1,962.0,6.0,7.7
PROP-10414,4 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,1655809.07,1358.0,4,3,2009.0,2024-11-07,Pending,6,3.0,1219.3,17.0,5.7
PROP-10415,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,12322444.87,10880.0,0,3,1962.0,2025-02-03,Sold,3,4.0,1132.58,64.0,5.0
PROP-10416,3 BHK Apartment for sale in South Austin,Austin,South Austin,Apartment,512644.45,994.0,3,3,1974.0,2024-04-23,Pending,5,4.3,515.74,52.0,5.9
PROP-10417,5 BHK Villa for sale in Bronx,New York,Bronx,Villa,3744993.59,3715.0,5,4,1998.0,2025-08-09,Sold,7,4.0,1008.07,28.0,6.7
PROP-10418,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,5388930.38,4022.0,0,2,1987.0,2025-05-02,Active,6,4.4,1339.86,39.0,6.4
PROP-10419,Commercial Space / Office in Little Havana,Miami,Little Havana,Commercial,10775879.2,24976.0,0,8,2012.0,2025-06-01,Sold,8,3.3,431.45,14.0,6.8
PROP-10420,Residential plot of 7694 sqft in Loop,Chicago,Loop,Plot,2378102.28,7694.0,0,0,1991.0,2025-01-13,Active,9,4.4,309.09,35.0,7.9
PROP-10421,3 BHK Apartment for sale in SOMA,San Francisco,SOMA,Apartment,3558955.0,2320.0,3,1,1943.0,2025-05-15,Sold,8,3.1,1534.03,83.0,6.4
PROP-10422,6 BHK Villa for sale in River North,Chicago,River North,Villa,2165699.53,5575.0,6,5,1989.0,2024-11-29,Sold,10,4.2,388.47,37.0,7.9
PROP-10423,Residential plot of 2395 sqft in Brooklyn,New York,Brooklyn,Plot,2608810.33,2395.0,0,0,1994.0,2025-09-25,Active,10,4.8,1089.27,32.0,8.5
PROP-10424,Residential plot of 5018 sqft in Brickell,Miami,Brickell,Plot,3308589.69,5018.0,0,0,1995.5,2025-08-16,Sold,10,4.6,659.34,30.5,8.1
PROP-10425,Residential plot of 5213 sqft in Marina,San Francisco,Marina,Plot,5122212.63,5213.0,0,0,1991.5,2024-04-11,Pending,3,3.4,982.58,34.5,4.9
PROP-10426,5 BHK Villa for sale in Mission District,San Francisco,Mission District,Villa,3018347.29,2279.0,5,5,1986.0,2025-02-26,Pending,7,4.9,1324.42,40.0,7.3
PROP-10427,Residential plot of 6215 sqft in Little Havana,Miami,Little Havana,Plot,2951718.47,6215.0,0,0,1994.0,2025-02-20,Active,7,4.3,474.93,32.0,6.9
PROP-10428,6 BHK Villa for sale in South Beach,Miami,South Beach,Villa,3079599.41,5132.0,6,2,1990.0,2024-05-25,Active,6,4.1,600.08,36.0,6.3
PROP-10429,4 BHK Apartment for sale in Coral Gables,Miami,Coral Gables,Apartment,2007736.18,2411.0,4,2,1996.0,2025-11-27,Pending,4,4.2,832.74,30.0,5.7
PROP-10430,Residential plot of 4454 sqft in Loop,Chicago,Loop,Plot,1610551.96,4454.0,0,0,1991.0,2024-11-21,Pending,5,5.0,361.6,35.0,6.4
PROP-10431,Commercial Space / Office in East Austin,Austin,East Austin,Commercial,616517.84,1520.0,0,4,2001.0,2025-09-15,Active,3,3.8,405.6,25.0,4.7
PROP-10432,4 BHK Apartment for sale in Manhattan,New York,Manhattan,Apartment,4329725.44,2490.0,4,3,1965.0,2024-01-09,Pending,6,3.9,1738.85,61.0,6.3
PROP-10433,3 BHK Villa for sale in Queens,New York,Queens,Villa,6422657.3,4773.0,3,4,2011.0,2025-09-12,Active,7,3.2,1345.62,15.0,6.0
PROP-10434,4 BHK Villa for sale in Brickell,Miami,Brickell,Villa,1548415.0,2332.0,4,4,2016.0,2025-06-19,Pending,4,4.7,663.99,10.0,5.8
PROP-10435,4 BHK Apartment for sale in Loop,Chicago,Loop,Apartment,510951.73,1385.0,4,2,1935.0,2025-04-22,Sold,1,4.2,368.92,91.0,4.3
PROP-10436,4 BHK Apartment for sale in Pacific Heights,San Francisco,Pacific Heights,Apartment,3650069.94,1912.0,4,1,1951.0,2024-12-03,Sold,2,3.1,1909.03,75.0,4.3
PROP-10437,5 BHK Villa for sale in Mission District,San Francisco,Mission District,Villa,5413438.7,3970.0,4,3,1984.0,2025-09-26,Active,8,4.2,1363.59,42.0,7.2
PROP-10438,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,11494324.96,10878.0,0,8,1964.0,2024-02-27,Pending,7,3.8,1056.66,62.0,6.8
PROP-10439,Commercial Space / Office in South Beach,Miami,South Beach,Commercial,8999834.24,15028.0,0,3,1981.0,2025-11-22,Pending,10,4.2,598.87,45.0,8.0
PROP-10440,Residential plot of 8887 sqft in SOMA,San Francisco,SOMA,Plot,13280214.47,8887.0,0,0,1992.0,2025-03-31,Active,3,3.1,1494.34,34.0,4.5
PROP-10441,5 BHK Villa for sale in East Austin,Austin,East Austin,Villa,1777895.98,4328.0,5,4,2003.0,2025-06-14,Sold,3,3.1,410.79,23.0,4.3
PROP-10442,Residential plot of 8794 sqft in SOMA,San Francisco,SOMA,Plot,13031021.86,8794.0,0,0,1992.0,2025-04-23,Pending,10,4.3,1481.81,34.0,8.0
PROP-10443,2 BHK Apartment for sale in Bronx,New York,Bronx,Apartment,1683699.69,1919.0,2,2,1999.0,2025-05-07,Pending,7,4.2,877.38,27.0,6.9
PROP-10444,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,29735291.61,21687.0,0,7,1962.0,2024-07-22,Active,4,4.8,1371.11,64.0,5.8
PROP-10445,2 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,2870238.89,2202.0,2,2,2003.0,2024-04-23,Active,5,3.9,1303.47,23.0,5.7
PROP-10446,2 BHK Apartment for sale in Little Havana,Miami,Little Havana,Apartment,1118174.94,2307.0,2,1,1944.0,2025-01-18,Pending,4,4.8,484.69,82.0,6.0
PROP-10447,4 BHK Villa for sale in Mission District,San Francisco,Mission District,Villa,8836480.32,5805.0,4,2,2010.0,2025-09-21,Sold,7,4.5,1522.22,16.0,6.8
PROP-10448,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,Commercial,15239252.92,20044.0,0,8,2000.0,2025-08-20,Active,4,4.8,760.29,26.0,5.8
PROP-10449,Residential plot of 3200 sqft in Lincoln Park,Chicago,Lincoln Park,Plot,1806817.87,3200.0,0,0,1989.5,2024-10-29,Pending,4,4.2,564.63,36.5,5.5
PROP-10450,Residential plot of 6194 sqft in River North,Chicago,River North,Plot,2020278.67,6194.0,0,0,1986.0,2024-01-26,Active,5,4.3,326.17,40.0,6.2
PROP-10451,3 BHK Villa for sale in South Beach,Miami,South Beach,Villa,1685556.88,2771.0,3,4,1982.0,2024-12-07,Pending,7,3.6,608.28,44.0,6.4
PROP-10452,Residential plot of 6679 sqft in Coral Gables,Miami,Coral Gables,Plot,6521673.67,6679.0,0,0,1991.0,2025-02-17,Sold,1,3.9,976.44,35.0,4.1
PROP-10453,6 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,2120607.07,3714.0,6,5,2001.0,2024-11-16,Pending,7,3.4,570.98,25.0,6.2
PROP-10454,Residential plot of 7867 sqft in Bronx,New York,Bronx,Plot,7384022.62,7867.0,0,0,1993.0,2025-02-17,Sold,9,4.6,938.61,33.0,7.9
PROP-10455,6 BHK Villa for sale in West Lake Hills,Austin,West Lake Hills,Villa,1593000.96,2321.0,5,3,2010.0,2025-08-06,Sold,5,3.2,686.34,16.0,5.4
PROP-10456,Commercial Space / Office in SOMA,San Francisco,SOMA,Commercial,11363531.92,7746.0,0,5,1978.0,2024-03-12,Pending,10,4.3,1467.02,48.0,8.0
PROP-10457,Commercial Space / Office in River North,Chicago,River North,Commercial,1802525.79,5257.0,0,5,1979.0,2025-11-11,Sold,10,4.2,342.88,47.0,8.1
PROP-10458,Commercial Space / Office in Marina,San Francisco,Marina,Commercial,20842790.72,18231.0,0,7,2018.0,2025-05-17,Sold,1,4.5,1143.26,8.0,4.5
PROP-10459,Commercial Space / Office in West Lake Hills,Austin,West Lake Hills,Commercial,4485921.85,6884.0,0,8,1989.0,2025-11-05,Sold,2,3.8,651.64,37.0,4.6
PROP-10460,3 BHK Villa for sale in Coral Gables,Miami,Coral Gables,Villa,5008539.53,5169.0,3,4,1984.0,2025-05-31,Pending,7,3.9,968.96,42.0,6.5
PROP-10461,Commercial Space / Office in River North,Chicago,River North,Commercial,4532742.0,13998.0,0,2,1960.0,2024-05-19,Sold,8,4.0,323.81,66.0,7.2
PROP-10462,3 BHK Villa for sale in Marina,San Francisco,Marina,Villa,1934762.84,1947.0,3,3,1992.0,2025-02-04,Sold,1,4.4,993.71,34.0,4.7
PROP-10463,3 BHK Apartment for sale in Marina,San Francisco,Marina,Apartment,2205683.26,1913.0,3,2,1926.0,2024-02-19,Active,4,3.7,1153.0,100.0,5.3
PROP-10464,2 BHK Apartment for sale in Mission District,San Francisco,Mission District,Apartment,2785205.58,1982.0,2,1,1973.0,2024-11-30,Sold,4,4.2,1405.25,53.0,5.6
PROP-10465,Commercial Space / Office in South Austin,Austin,South Austin,Commercial,618653.17,1392.0,0,8,1973.0,2024-03-08,Pending,10,4.1,444.43,53.0,8.0
PROP-10466,4 BHK Apartment for sale in Brooklyn,New York,Brooklyn,Apartment,2275373.13,1622.0,2,3,2018.0,2024-12-06,Sold,6,5.0,1402.82,8.0,6.6
PROP-10467,5 BHK Villa for sale in Brickell,Miami,Brickell,Villa,1819992.72,2816.0,5,3,2007.0,2025-09-26,Active,6,4.0,646.3,19.0,6.2
PROP-10468,Residential plot of 1648 sqft in Hyde Park,Chicago,Hyde Park,Plot,464329.47,1648.0,0,0,1993.0,2025-02-28,Pending,1,3.5,281.75,33.0,4.0
PROP-10469,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,7169537.96,7014.0,0,9,2000.0,2025-05-18,Active,1,4.3,1022.18,26.0,4.8
PROP-10470,Commercial Space / Office in SOMA,San Francisco,SOMA,Commercial,14264848.37,11206.0,0,4,2006.0,2025-03-10,Active,7,3.6,1272.97,20.0,6.6
PROP-10471,Commercial Space / Office in Queens,New York,Queens,Commercial,19740092.97,16424.0,0,9,1987.0,2025-03-19,Pending,1,4.5,1201.91,39.0,4.6
PROP-10472,Residential plot of 8596 sqft in Brickell,Miami,Brickell,Plot,4857191.38,8596.0,0,0,1995.5,2024-10-17,Sold,8,3.1,565.05,30.5,6.7
PROP-10473,Residential plot of 7628 sqft in Mission District,San Francisco,Mission District,Plot,12043012.03,7628.0,0,0,1994.0,2025-02-08,Pending,7,4.0,1578.79,32.0,6.5
PROP-10474,5 BHK Villa for sale in Manhattan,New York,Manhattan,Villa,10280082.44,5374.0,5,4,1991.0,2025-10-12,Sold,3,4.3,1912.93,35.0,5.2
PROP-10475,Commercial Space / Office in Brooklyn,New York,Brooklyn,Commercial,11461590.83,9332.0,0,5,1998.0,2025-11-09,Active,2,4.5,1228.2,28.0,5.0
PROP-10476,5 BHK Villa for sale in Brooklyn,New York,Brooklyn,Villa,4377607.03,3871.0,5,5,2017.0,2025-02-25,Sold,2,3.2,1130.87,9.0,4.3
PROP-10477,3 BHK Villa for sale in Hyde Park,Chicago,Hyde Park,Villa,494854.53,1812.0,3,2,2024.0,2025-03-02,Sold,7,3.3,273.1,2.0,6.3
PROP-10478,4 BHK Villa for sale in Lincoln Park,Chicago,Lincoln Park,Villa,1663540.87,3296.0,4,4,1990.0,2025-10-01,Sold,3,3.2,504.72,36.0,4.7
